"StichtagDatJahr","QuarSort","QuarCd","QuarLang","SteuerTarifSort","SteuerTarifCd","SteuerTarifLang","SteuerVermoegen_p50","SteuerVermoegen_p25","SteuerVermoegen_p75"
2019,52,"052","Escher Wyss",2,"02","Einelternfamilientarif",116,17,473
2019,61,"061","Unterstrass",0,"00","Grundtarif",45,4,194
2019,61,"061","Unterstrass",1,"01","Verheiratetentarif",222.5,49,662
2019,61,"061","Unterstrass",2,"02","Einelternfamilientarif",64.5,5,224
2019,63,"063","Oberstrass",0,"00","Grundtarif",78,12,348
2019,63,"063","Oberstrass",1,"01","Verheiratetentarif",577,180,1637
2019,63,"063","Oberstrass",2,"02","Einelternfamilientarif",134,24,472
2019,71,"071","Fluntern",0,"00","Grundtarif",105,10,553
2019,71,"071","Fluntern",1,"01","Verheiratetentarif",793,213,2639
2019,71,"071","Fluntern",2,"02","Einelternfamilientarif",208,36,738
2019,72,"072","Hottingen",0,"00","Grundtarif",88,11,445
2019,72,"072","Hottingen",1,"01","Verheiratetentarif",590,166,1943.5
2019,72,"072","Hottingen",2,"02","Einelternfamilientarif",191,33,577
2019,73,"073","Hirslanden",0,"00","Grundtarif",66,9,318
2019,73,"073","Hirslanden",1,"01","Verheiratetentarif",449,125,1446
2019,73,"073","Hirslanden",2,"02","Einelternfamilientarif",81,9,308
2019,74,"074","Witikon",0,"00","Grundtarif",79,8,429
2019,74,"074","Witikon",1,"01","Verheiratetentarif",390,90,1280
2019,74,"074","Witikon",2,"02","Einelternfamilientarif",66,5,290
2019,81,"081","Seefeld",0,"00","Grundtarif",84,10,353
2019,81,"081","Seefeld",1,"01","Verheiratetentarif",427,120,1194.5
2019,81,"081","Seefeld",2,"02","Einelternfamilientarif",107,11,566
2019,82,"082","Mühlebach",0,"00","Grundtarif",69.5,8,300
2019,82,"082","Mühlebach",1,"01","Verheiratetentarif",448.5,121,1302
2019,82,"082","Mühlebach",2,"02","Einelternfamilientarif",133,7,412
2019,83,"083","Weinegg",0,"00","Grundtarif",57,5,292
2019,83,"083","Weinegg",1,"01","Verheiratetentarif",352,81,1188
2019,83,"083","Weinegg",2,"02","Einelternfamilientarif",105,23,480
2019,91,"091","Albisrieden",0,"00","Grundtarif",39,3,172
2019,91,"091","Albisrieden",1,"01","Verheiratetentarif",172,31,497
2019,91,"091","Albisrieden",2,"02","Einelternfamilientarif",42,2,180
2019,92,"092","Altstetten",0,"00","Grundtarif",23,0,117
2019,92,"092","Altstetten",1,"01","Verheiratetentarif",74,2,296
2019,92,"092","Altstetten",2,"02","Einelternfamilientarif",7,0,79
2019,101,"101","Höngg",0,"00","Grundtarif",58,6,280
2019,101,"101","Höngg",1,"01","Verheiratetentarif",275,69,810
2019,101,"101","Höngg",2,"02","Einelternfamilientarif",56,2,262
2019,102,"102","Wipkingen",0,"00","Grundtarif",42,5,168
2019,102,"102","Wipkingen",1,"01","Verheiratetentarif",201.5,47,618
2019,102,"102","Wipkingen",2,"02","Einelternfamilientarif",65.5,7,241
2019,111,"111","Affoltern",0,"00","Grundtarif",19,0,113
2019,111,"111","Affoltern",1,"01","Verheiratetentarif",84,3,313
2019,111,"111","Affoltern",2,"02","Einelternfamilientarif",5,0,64
2019,115,"115","Oerlikon",0,"00","Grundtarif",40,2,173
2019,115,"115","Oerlikon",1,"01","Verheiratetentarif",195,25,600
2019,115,"115","Oerlikon",2,"02","Einelternfamilientarif",47,1,220
2019,119,"119","Seebach",0,"00","Grundtarif",17,0,105
2019,119,"119","Seebach",1,"01","Verheiratetentarif",73,2,303
2019,119,"119","Seebach",2,"02","Einelternfamilientarif",3,0,60
2019,121,"121","Saatlen",0,"00","Grundtarif",12,0,74
2019,121,"121","Saatlen",1,"01","Verheiratetentarif",42,0,234
2019,121,"121","Saatlen",2,"02","Einelternfamilientarif",7,0,53
2019,122,"122","Schwamendingen-Mitte",0,"00","Grundtarif",13,0,89
2019,122,"122","Schwamendingen-Mitte",1,"01","Verheiratetentarif",38.5,0,243
2019,122,"122","Schwamendingen-Mitte",2,"02","Einelternfamilientarif",0,0,14
2019,123,"123","Hirzenbach",0,"00","Grundtarif",13,0,73
2019,123,"123","Hirzenbach",1,"01","Verheiratetentarif",40,0,175
2019,123,"123","Hirzenbach",2,"02","Einelternfamilientarif",1,0,33
2020,11,"011","Rathaus",0,"00","Grundtarif",57,3,319.5
2020,11,"011","Rathaus",1,"01","Verheiratetentarif",446.5,98,1533.5
2020,11,"011","Rathaus",2,"02","Einelternfamilientarif",110,9.5,563
2020,12,"012","Hochschulen",0,"00","Grundtarif",65,4,329
2020,12,"012","Hochschulen",1,"01","Verheiratetentarif",774,80,1639
2020,12,"012","Hochschulen",2,"02","Einelternfamilientarif",,,
2020,13,"013","Lindenhof",0,"00","Grundtarif",85,8,461
2020,13,"013","Lindenhof",1,"01","Verheiratetentarif",660,222,1988
2020,13,"013","Lindenhof",2,"02","Einelternfamilientarif",,,
2020,14,"014","City",0,"00","Grundtarif",22,1,164.5
2020,14,"014","City",1,"01","Verheiratetentarif",267,55,774
2020,14,"014","City",2,"02","Einelternfamilientarif",,,
2020,21,"021","Wollishofen",0,"00","Grundtarif",49,5,215
2020,21,"021","Wollishofen",1,"01","Verheiratetentarif",232,53,691
2020,21,"021","Wollishofen",2,"02","Einelternfamilientarif",45.5,2,219.5
2020,23,"023","Leimbach",0,"00","Grundtarif",27,0,160
2020,23,"023","Leimbach",1,"01","Verheiratetentarif",164,15,483
2020,23,"023","Leimbach",2,"02","Einelternfamilientarif",15,0,105
2020,24,"024","Enge",0,"00","Grundtarif",84,12,364
2020,24,"024","Enge",1,"01","Verheiratetentarif",492,129,1394
2020,24,"024","Enge",2,"02","Einelternfamilientarif",124,23,434
2020,31,"031","Alt-Wiedikon",0,"00","Grundtarif",55,6,218
2020,31,"031","Alt-Wiedikon",1,"01","Verheiratetentarif",238,40,719
2020,31,"031","Alt-Wiedikon",2,"02","Einelternfamilientarif",82,10,296
2020,33,"033","Friesenberg",0,"00","Grundtarif",24,0,121
2020,33,"033","Friesenberg",1,"01","Verheiratetentarif",124,16,379.5
2020,33,"033","Friesenberg",2,"02","Einelternfamilientarif",31,1,132
2020,34,"034","Sihlfeld",0,"00","Grundtarif",37,2,153
2020,34,"034","Sihlfeld",1,"01","Verheiratetentarif",109,10,399
2020,34,"034","Sihlfeld",2,"02","Einelternfamilientarif",43,0,177
2020,41,"041","Werd",0,"00","Grundtarif",46,4,184
2020,41,"041","Werd",1,"01","Verheiratetentarif",186,15.5,545.5
2020,41,"041","Werd",2,"02","Einelternfamilientarif",87.5,8.5,222
2020,42,"042","Langstrasse",0,"00","Grundtarif",29,0,133
2020,42,"042","Langstrasse",1,"01","Verheiratetentarif",135,10,482
2020,42,"042","Langstrasse",2,"02","Einelternfamilientarif",73,6,222
2020,44,"044","Hard",0,"00","Grundtarif",18,0,93
2020,44,"044","Hard",1,"01","Verheiratetentarif",39.5,0,178
2020,44,"044","Hard",2,"02","Einelternfamilientarif",15.5,0,103
2020,51,"051","Gewerbeschule",0,"00","Grundtarif",33,1,146
2020,51,"051","Gewerbeschule",1,"01","Verheiratetentarif",119,5,429
2020,51,"051","Gewerbeschule",2,"02","Einelternfamilientarif",55,3,209
2020,52,"052","Escher Wyss",0,"00","Grundtarif",68,8,251
2020,52,"052","Escher Wyss",1,"01","Verheiratetentarif",367,134,1022
2020,52,"052","Escher Wyss",2,"02","Einelternfamilientarif",123,18,452
2020,61,"061","Unterstrass",0,"00","Grundtarif",52,6,205
2020,61,"061","Unterstrass",1,"01","Verheiratetentarif",253.5,59,700
2020,61,"061","Unterstrass",2,"02","Einelternfamilientarif",72,6,245
2020,63,"063","Oberstrass",0,"00","Grundtarif",83,12,357
2020,63,"063","Oberstrass",1,"01","Verheiratetentarif",630,200,1740
2020,63,"063","Oberstrass",2,"02","Einelternfamilientarif",135.5,30,474
2020,71,"071","Fluntern",0,"00","Grundtarif",115,14,577
2020,71,"071","Fluntern",1,"01","Verheiratetentarif",821,221,2644
2020,71,"071","Fluntern",2,"02","Einelternfamilientarif",180.5,31,763
2020,72,"072","Hottingen",0,"00","Grundtarif",97,12,473
2020,72,"072","Hottingen",1,"01","Verheiratetentarif",646,187,2018
2020,72,"072","Hottingen",2,"02","Einelternfamilientarif",197,50,638
2020,73,"073","Hirslanden",0,"00","Grundtarif",75,9,320
2020,73,"073","Hirslanden",1,"01","Verheiratetentarif",511,149,1590
2020,73,"073","Hirslanden",2,"02","Einelternfamilientarif",90,13,368
2020,74,"074","Witikon",0,"00","Grundtarif",82,9,444
2020,74,"074","Witikon",1,"01","Verheiratetentarif",404,96,1297
2020,74,"074","Witikon",2,"02","Einelternfamilientarif",69,7,290
2020,81,"081","Seefeld",0,"00","Grundtarif",94,13,367
2020,81,"081","Seefeld",1,"01","Verheiratetentarif",416,114,1198
2020,81,"081","Seefeld",2,"02","Einelternfamilientarif",153.5,10.5,433
2020,82,"082","Mühlebach",0,"00","Grundtarif",80,8,324
2020,82,"082","Mühlebach",1,"01","Verheiratetentarif",491.5,134,1361
2020,82,"082","Mühlebach",2,"02","Einelternfamilientarif",125.5,4,476
2020,83,"083","Weinegg",0,"00","Grundtarif",58,5,281
2020,83,"083","Weinegg",1,"01","Verheiratetentarif",416.5,98,1395
2020,83,"083","Weinegg",2,"02","Einelternfamilientarif",140.5,15,539
2020,91,"091","Albisrieden",0,"00","Grundtarif",45,4,184
2020,91,"091","Albisrieden",1,"01","Verheiratetentarif",189,42,533
2020,91,"091","Albisrieden",2,"02","Einelternfamilientarif",49,3,200
2020,92,"092","Altstetten",0,"00","Grundtarif",27,0,129
2020,92,"092","Altstetten",1,"01","Verheiratetentarif",85,3,312
2020,92,"092","Altstetten",2,"02","Einelternfamilientarif",9,0,93
2020,101,"101","Höngg",0,"00","Grundtarif",63,8,294
2020,101,"101","Höngg",1,"01","Verheiratetentarif",299.5,79,836
2020,101,"101","Höngg",2,"02","Einelternfamilientarif",64,3,270
2020,102,"102","Wipkingen",0,"00","Grundtarif",50,6,182
2020,102,"102","Wipkingen",1,"01","Verheiratetentarif",212,50,626
2020,102,"102","Wipkingen",2,"02","Einelternfamilientarif",73,10,240
2020,111,"111","Affoltern",0,"00","Grundtarif",20,0,119
2020,111,"111","Affoltern",1,"01","Verheiratetentarif",93,4,334
2020,111,"111","Affoltern",2,"02","Einelternfamilientarif",4,0,63
2020,115,"115","Oerlikon",0,"00","Grundtarif",43,3,181
2020,115,"115","Oerlikon",1,"01","Verheiratetentarif",216,39,639
2020,115,"115","Oerlikon",2,"02","Einelternfamilientarif",62,1,261
2020,119,"119","Seebach",0,"00","Grundtarif",19,0,113
2020,119,"119","Seebach",1,"01","Verheiratetentarif",84,2,335
2020,119,"119","Seebach",2,"02","Einelternfamilientarif",4,0,69
2020,121,"121","Saatlen",0,"00","Grundtarif",14,0,78
2020,121,"121","Saatlen",1,"01","Verheiratetentarif",57,1,261
2020,121,"121","Saatlen",2,"02","Einelternfamilientarif",6,0,52
2020,122,"122","Schwamendingen-Mitte",0,"00","Grundtarif",15,0,97
2020,122,"122","Schwamendingen-Mitte",1,"01","Verheiratetentarif",45,0,276
2020,122,"122","Schwamendingen-Mitte",2,"02","Einelternfamilientarif",1,0,21
2020,123,"123","Hirzenbach",0,"00","Grundtarif",14,0,79
2020,123,"123","Hirzenbach",1,"01","Verheiratetentarif",46,1,191
2020,123,"123","Hirzenbach",2,"02","Einelternfamilientarif",3,0,32
2021,11,"011","Rathaus",0,"00","Grundtarif",54,2,273
2021,11,"011","Rathaus",1,"01","Verheiratetentarif",395.5,88,1678
2021,11,"011","Rathaus",2,"02","Einelternfamilientarif",83,7,357
2021,12,"012","Hochschulen",0,"00","Grundtarif",57.5,1,367
2021,12,"012","Hochschulen",1,"01","Verheiratetentarif",517,126,1762
2021,12,"012","Hochschulen",2,"02","Einelternfamilientarif",,,
2021,13,"013","Lindenhof",0,"00","Grundtarif",83,6,446
2021,13,"013","Lindenhof",1,"01","Verheiratetentarif",660.5,244,2163.5
2021,13,"013","Lindenhof",2,"02","Einelternfamilientarif",,,
2021,14,"014","City",0,"00","Grundtarif",25,1,182
2021,14,"014","City",1,"01","Verheiratetentarif",250,31,963
2021,14,"014","City",2,"02","Einelternfamilientarif",,,
2021,21,"021","Wollishofen",0,"00","Grundtarif",52,5,215
2021,21,"021","Wollishofen",1,"01","Verheiratetentarif",243.5,53,722
2021,21,"021","Wollishofen",2,"02","Einelternfamilientarif",53.5,3,215
2021,23,"023","Leimbach",0,"00","Grundtarif",29,0,161
2021,23,"023","Leimbach",1,"01","Verheiratetentarif",147,11,511
2021,23,"023","Leimbach",2,"02","Einelternfamilientarif",18,0,117
2021,24,"024","Enge",0,"00","Grundtarif",83,10,367
2021,24,"024","Enge",1,"01","Verheiratetentarif",476,125,1458
2021,24,"024","Enge",2,"02","Einelternfamilientarif",138.5,22.5,459.5
2021,31,"031","Alt-Wiedikon",0,"00","Grundtarif",52,4,214
2021,31,"031","Alt-Wiedikon",1,"01","Verheiratetentarif",250.5,38,774.5
2021,31,"031","Alt-Wiedikon",2,"02","Einelternfamilientarif",84,8,326
2021,33,"033","Friesenberg",0,"00","Grundtarif",26,0,120
2021,33,"033","Friesenberg",1,"01","Verheiratetentarif",130.5,14,400
2021,33,"033","Friesenberg",2,"02","Einelternfamilientarif",32,1.5,143
2021,34,"034","Sihlfeld",0,"00","Grundtarif",38,2,154
2021,34,"034","Sihlfeld",1,"01","Verheiratetentarif",110,7,428
2021,34,"034","Sihlfeld",2,"02","Einelternfamilientarif",47,1,173.5
2021,41,"041","Werd",0,"00","Grundtarif",47,3,171.5
2021,41,"041","Werd",1,"01","Verheiratetentarif",176.5,6,518
2021,41,"041","Werd",2,"02","Einelternfamilientarif",109,18,336
2021,42,"042","Langstrasse",0,"00","Grundtarif",29,0,133
2021,42,"042","Langstrasse",1,"01","Verheiratetentarif",122,3,454
2021,42,"042","Langstrasse",2,"02","Einelternfamilientarif",71.5,5,232
2021,44,"044","Hard",0,"00","Grundtarif",18,0,90
2021,44,"044","Hard",1,"01","Verheiratetentarif",44,0,194
2021,44,"044","Hard",2,"02","Einelternfamilientarif",13,0,95
2021,51,"051","Gewerbeschule",0,"00","Grundtarif",31,1,145
2021,51,"051","Gewerbeschule",1,"01","Verheiratetentarif",123,5,448
2021,51,"051","Gewerbeschule",2,"02","Einelternfamilientarif",64,4.5,217.5
2021,52,"052","Escher Wyss",0,"00","Grundtarif",67.5,8,252.5
2021,52,"052","Escher Wyss",1,"01","Verheiratetentarif",390,130.5,1065
2021,52,"052","Escher Wyss",2,"02","Einelternfamilientarif",161,32,445
2021,61,"061","Unterstrass",0,"00","Grundtarif",50,4,206
2021,61,"061","Unterstrass",1,"01","Verheiratetentarif",264,62,741
2021,61,"061","Unterstrass",2,"02","Einelternfamilientarif",75.5,5,270
2021,63,"063","Oberstrass",0,"00","Grundtarif",81,11,356
2021,63,"063","Oberstrass",1,"01","Verheiratetentarif",661,193,1773
2021,63,"063","Oberstrass",2,"02","Einelternfamilientarif",141,25,484
2021,71,"071","Fluntern",0,"00","Grundtarif",114,13,562.5
2021,71,"071","Fluntern",1,"01","Verheiratetentarif",854.5,235.5,2826
2021,71,"071","Fluntern",2,"02","Einelternfamilientarif",216,35,737
2021,72,"072","Hottingen",0,"00","Grundtarif",94,13,493
2021,72,"072","Hottingen",1,"01","Verheiratetentarif",694.5,197,2084
2021,72,"072","Hottingen",2,"02","Einelternfamilientarif",249,55,760
2021,73,"073","Hirslanden",0,"00","Grundtarif",72,8,325
2021,73,"073","Hirslanden",1,"01","Verheiratetentarif",541.5,156,1595
2021,73,"073","Hirslanden",2,"02","Einelternfamilientarif",96,11,443
2021,74,"074","Witikon",0,"00","Grundtarif",81,8,456
2021,74,"074","Witikon",1,"01","Verheiratetentarif",433,97,1326
2021,74,"074","Witikon",2,"02","Einelternfamilientarif",71,6,276
2021,81,"081","Seefeld",0,"00","Grundtarif",85,9,393
2021,81,"081","Seefeld",1,"01","Verheiratetentarif",348.5,72,1093
2021,81,"081","Seefeld",2,"02","Einelternfamilientarif",95,1,395
2021,82,"082","Mühlebach",0,"00","Grundtarif",77,7,320
2021,82,"082","Mühlebach",1,"01","Verheiratetentarif",476,135,1456
2021,82,"082","Mühlebach",2,"02","Einelternfamilientarif",122,4,412
2021,83,"083","Weinegg",0,"00","Grundtarif",58.5,5,301
2021,83,"083","Weinegg",1,"01","Verheiratetentarif",420,101,1444
2021,83,"083","Weinegg",2,"02","Einelternfamilientarif",125.5,15,412
2021,91,"091","Albisrieden",0,"00","Grundtarif",45,3,188.5
2021,91,"091","Albisrieden",1,"01","Verheiratetentarif",196,38,560.5
2021,91,"091","Albisrieden",2,"02","Einelternfamilientarif",49.5,5,207.5
2021,92,"092","Altstetten",0,"00","Grundtarif",27,0,128
2021,92,"092","Altstetten",1,"01","Verheiratetentarif",83,2,322
2021,92,"092","Altstetten",2,"02","Einelternfamilientarif",11,0,106
2021,101,"101","Höngg",0,"00","Grundtarif",64,7,303
2021,101,"101","Höngg",1,"01","Verheiratetentarif",300,78,875
2021,101,"101","Höngg",2,"02","Einelternfamilientarif",80,5,294
2021,102,"102","Wipkingen",0,"00","Grundtarif",50,5,188
2021,102,"102","Wipkingen",1,"01","Verheiratetentarif",230.5,47,673
2021,102,"102","Wipkingen",2,"02","Einelternfamilientarif",81,11,257
2021,111,"111","Affoltern",0,"00","Grundtarif",21,0,120
2021,111,"111","Affoltern",1,"01","Verheiratetentarif",94,3,342
2021,111,"111","Affoltern",2,"02","Einelternfamilientarif",5,0,69
2021,115,"115","Oerlikon",0,"00","Grundtarif",43,2,186
2021,115,"115","Oerlikon",1,"01","Verheiratetentarif",218,29,684
2021,115,"115","Oerlikon",2,"02","Einelternfamilientarif",69,1,294
2021,119,"119","Seebach",0,"00","Grundtarif",19,0,115
2021,119,"119","Seebach",1,"01","Verheiratetentarif",83,1,368
2021,119,"119","Seebach",2,"02","Einelternfamilientarif",8,0,86
2021,121,"121","Saatlen",0,"00","Grundtarif",13,0,80
2021,121,"121","Saatlen",1,"01","Verheiratetentarif",60,2,276
2021,121,"121","Saatlen",2,"02","Einelternfamilientarif",7,0,66
2021,122,"122","Schwamendingen-Mitte",0,"00","Grundtarif",14,0,96
2021,122,"122","Schwamendingen-Mitte",1,"01","Verheiratetentarif",44,0,265
2021,122,"122","Schwamendingen-Mitte",2,"02","Einelternfamilientarif",1,0,27
2021,123,"123","Hirzenbach",0,"00","Grundtarif",14,0,79
2021,123,"123","Hirzenbach",1,"01","Verheiratetentarif",49,1,201
2021,123,"123","Hirzenbach",2,"02","Einelternfamilientarif",3,0,44
